Price,Close,High,Low,Open,Volume,Daily Return,MA20,MA50,Daily Return (%),Moving Average (20 days),Moving Average (50 days)
Ticker,TSLA,TSLA,TSLA,TSLA,TSLA,,,,,,
Date,,,,,,,,,,,
2023-01-03,108.0999984741211,118.80000305175781,104.63999938964844,118.47000122070312,231402800,,,,,,
2023-01-04,113.63999938964844,114.58999633789062,107.5199966430664,109.11000061035156,180389000,0.05124885285593783,,,5.124885285593783,,
2023-01-05,110.33999633789062,111.75,107.16000366210938,110.51000213623047,157986300,-0.029039097760312105,,,-2.9039097760312105,,
2023-01-06,113.05999755859375,114.38999938964844,101.80999755859375,103.0,220911100,0.024651090365942707,,,2.4651090365942707,,
2023-01-09,119.7699966430664,123.5199966430664,117.11000061035156,118.95999908447266,190284000,0.059349011404278285,,,5.9349011404278285,,
2023-01-10,118.8499984741211,122.76000213623047,114.91999816894531,121.06999969482422,167642500,-0.007681374256751861,,,-0.7681374256751861,,
2023-01-11,123.22000122070312,125.94999694824219,120.51000213623047,122.08999633789062,183810800,0.036769060182475055,,,3.6769060182475055,,
2023-01-12,123.55999755859375,124.12999725341797,117.0,122.55999755859375,169400900,0.0027592625752506095,,,0.27592625752506095,,
2023-01-13,122.4000015258789,122.62999725341797,115.5999984741211,116.55000305175781,180714100,-0.009388119582672827,,,-0.9388119582672827,,
2023-01-17,131.49000549316406,131.6999969482422,125.0199966430664,125.69999694824219,186477000,0.07426473736900463,,,7.426473736900463,,
2023-01-18,128.77999877929688,136.67999267578125,127.01000213623047,136.55999755859375,195680300,-0.020609982513142944,,,-2.0609982513142944,,
2023-01-19,127.16999816894531,129.99000549316406,124.30999755859375,127.26000213623047,170291900,-0.012501946153228194,,,-1.2501946153228194,,
2023-01-20,133.4199981689453,133.50999450683594,127.3499984741211,128.67999267578125,138858100,0.0491468120625187,,,4.91468120625187,,
2023-01-23,143.75,145.3800048828125,134.27000427246094,135.8699951171875,203119200,0.07742468874848996,,,7.742468874848996,,
2023-01-24,143.88999938964844,146.5,141.10000610351562,143.0,158699100,0.0009739087975544347,,,0.09739087975544347,,
2023-01-25,144.42999267578125,146.41000366210938,138.07000732421875,141.91000366210938,192734300,0.003752820129427681,,,0.3752820129427681,,
2023-01-26,160.27000427246094,161.4199981689453,154.75999450683594,159.97000122070312,234815100,0.10967259156647335,,,10.967259156647335,,
2023-01-27,177.89999389648438,180.67999267578125,161.1699981689453,162.42999267578125,306590600,0.11000180416824756,,,11.000180416824756,,
2023-01-30,166.66000366210938,179.77000427246094,166.5,178.0500030517578,230878800,-0.06318150994943417,,,-6.318150994943417,,
2023-01-31,173.22000122070312,174.3000030517578,162.77999877929688,164.57000732421875,196813500,0.03936155894904236,134.1959991455078,,3.9361558949042363,134.1959991455078,
2023-02-01,181.41000366210938,183.80999755859375,169.92999267578125,173.88999938964844,213806300,0.047280928205116535,137.86149940490722,,4.7280928205116535,137.86149940490722,
2023-02-02,188.27000427246094,196.75,182.61000061035156,187.3300018310547,217448300,0.03781489703913388,141.59299964904784,,3.7814897039133877,141.59299964904784,
2023-02-03,189.97999572753906,199.0,183.69000244140625,183.9499969482422,232662000,0.009082654784473565,145.57499961853028,,0.9082654784473565,145.57499961853028,
2023-02-06,194.75999450683594,198.1699981689453,189.9199981689453,193.00999450683594,186188100,0.025160537355481072,149.65999946594238,,2.516053735548107,149.65999946594238,
2023-02-07,196.80999755859375,197.5,189.5500030517578,196.42999267578125,186010300,0.010525791279409002,153.51199951171876,,1.0525791279409002,153.51199951171876,
2023-02-08,201.2899932861328,203.0,194.30999755859375,196.10000610351562,180673600,0.022763049555982517,157.63399925231934,,2.2763049555982517,157.63399925231934,
2023-02-09,207.32000732421875,214.0,204.77000427246094,207.77999877929688,215431400,0.029956849516678652,161.83899955749513,,2.995684951667865,161.83899955749513,
2023-02-10,196.88999938964844,206.1999969482422,192.88999938964844,202.22999572753906,204754100,-0.05030873801899527,165.50549964904786,,-5.030873801899527,165.50549964904786,
2023-02-13,194.63999938964844,196.3000030517578,187.61000061035156,194.4199981689453,172475500,-0.011427700782035255,169.11749954223632,,-1.1427700782035255,169.11749954223632,
2023-02-14,209.25,209.82000732421875,189.44000244140625,191.94000244140625,216455700,0.0750616556523096,173.00549926757813,,7.50616556523096,173.00549926757813,
2023-02-15,214.24000549316406,214.66000366210938,206.11000061035156,211.75999450683594,181006400,0.02384709913101113,177.27849960327148,,2.384709913101113,177.27849960327148,
2023-02-16,202.0399932861328,217.64999389648438,201.83999633789062,210.77999877929688,229586500,-0.05694553722096751,181.02199935913086,,-5.694553722096751,181.02199935913086,
2023-02-17,208.30999755859375,208.44000244140625,197.5,199.99000549316406,213738500,0.031033480898909227,184.7664993286133,,3.1033480898909227,184.7664993286133,
2023-02-21,197.3699951171875,209.7100067138672,197.22000122070312,204.99000549316406,180018600,-0.05251789433835996,187.44749908447267,,-5.251789433835996,187.44749908447267,
2023-02-22,200.86000061035156,201.99000549316406,191.77999877929688,197.92999267578125,191828500,0.017682553475729224,190.2959991455078,,1.7682553475729224,190.2959991455078,
2023-02-23,202.07000732421875,205.13999938964844,196.3300018310547,203.91000366210938,146360000,0.006024129792842503,193.1779998779297,,0.6024129792842503,193.1779998779297,
2023-02-24,196.8800048828125,197.6699981689453,192.8000030517578,196.3300018310547,142228100,-0.025684180003413215,195.00849990844728,,-2.5684180003413215,195.00849990844728,
2023-02-27,207.6300048828125,209.4199981689453,201.25999450683594,202.02999877929688,161028300,0.0546017865369246,196.49500045776367,,5.46017865369246,196.49500045776367,
2023-02-28,205.7100067138672,211.22999572753906,203.75,210.58999633789062,153144900,-0.009247209573726933,198.44750061035157,,-0.9247209573726933,198.44750061035157,
2023-03-01,202.77000427246094,207.1999969482422,198.52000427246094,206.2100067138672,156852800,-0.014291975817664837,199.92500076293945,,-1.4291975817664837,199.92500076293945,
2023-03-02,190.89999389648438,193.75,186.00999450683594,186.74000549316406,181500700,-0.05853928157947319,200.3995002746582,,-5.853928157947319,200.3995002746582,
2023-03-03,197.7899932861328,200.47999572753906,192.8800048828125,194.8000030517578,154193300,0.03609219282314147,200.8754997253418,,3.6092192823141467,200.8754997253418,
2023-03-06,193.80999755859375,198.60000610351562,192.3000030517578,198.5399932861328,128100100,-0.020122331071529054,201.06699981689454,,-2.0122331071529054,201.06699981689454,
2023-03-07,187.7100067138672,194.1999969482422,186.10000610351562,191.3800048828125,148125800,-0.03147407730028162,200.7145004272461,,-3.147407730028162,200.7145004272461,
2023-03-08,182.0,186.5,180.0,185.0399932861328,151897800,-0.03041929843714275,199.9740005493164,,-3.041929843714275,199.9740005493164,
2023-03-09,172.9199981689453,185.17999267578125,172.50999450683594,180.25,170023800,-0.04989011995084991,198.55550079345704,,-4.989011995084991,198.55550079345704,
2023-03-10,173.44000244140625,178.2899932861328,168.44000244140625,175.1300048828125,191488900,0.0030071956856769777,196.86150054931642,,0.30071956856769777,196.86150054931642,
2023-03-13,174.47999572753906,177.35000610351562,163.91000366210938,167.4600067138672,167790300,0.005996271168666301,195.74100036621093,,0.5996271168666301,195.74100036621093,
2023-03-14,183.25999450683594,183.8000030517578,177.13999938964844,177.30999755859375,143717900,0.050320947926932424,195.1720001220703,,5.0320947926932424,195.1720001220703,
2023-03-15,180.4499969482422,182.33999633789062,176.02999877929688,180.8000030517578,145995600,-0.015333393227232373,193.73199996948242,170.38359954833984,-1.5333393227232373,193.73199996948242,170.38359954833984
2023-03-16,184.1300048828125,185.80999755859375,178.83999633789062,180.3699951171875,121136800,0.020393505108375454,192.22649993896485,171.90419967651368,2.0393505108375454,192.22649993896485,171.90419967651368
2023-03-17,180.1300048828125,186.22000122070312,177.3300018310547,184.52000427246094,133197100,-0.02172378153438792,191.13100051879883,173.23399978637696,-2.172378153438792,191.13100051879883,173.23399978637696
2023-03-20,183.25,186.44000244140625,176.35000610351562,178.0800018310547,129684400,0.017320796272765726,189.87800064086915,174.69219985961914,1.7320796272765726,189.87800064086915,174.69219985961914
2023-03-21,197.5800018310547,198.0,188.0399932861328,188.27999877929688,153391400,0.07819919143822474,189.8885009765625,176.38259994506836,7.8199191438224736,189.8885009765625,176.38259994506836
2023-03-22,191.14999389648438,200.66000366210938,190.9499969482422,199.3000030517578,150376400,-0.03254381959196684,189.40300064086915,177.81019989013672,-3.254381959196684,189.40300064086915,177.81019989013672
2023-03-23,192.22000122070312,199.30999755859375,188.64999389648438,195.25999450683594,144193900,0.0055977366381618765,188.91050033569337,179.27759994506835,0.5597736638161876,188.91050033569337,179.27759994506835
2023-03-24,190.41000366210938,192.36000061035156,187.14999389648438,191.64999389648438,116312400,-0.009416281069083654,188.5870002746582,180.6213999938965,-0.9416281069083654,188.5870002746582,180.6213999938965
2023-03-27,191.80999755859375,197.38999938964844,189.94000244140625,194.4199981689453,120851600,0.007352522816861606,187.79599990844727,181.9863999938965,0.7352522816861606,187.79599990844727,181.9863999938965
2023-03-28,189.19000244140625,192.35000610351562,185.42999267578125,192.0,98654600,-0.013659325116185062,186.96999969482422,183.32220001220702,-1.3659325116185062,186.96999969482422,183.32220001220702
2023-03-29,193.8800048828125,195.2899932861328,189.44000244140625,193.1300048828125,123660000,0.024789906342217005,186.5254997253418,184.57,2.4789906342217005,186.5254997253418,184.57
2023-03-30,195.27999877929688,197.3300018310547,194.4199981689453,195.5800018310547,110252200,0.007220929756684091,186.74449996948243,185.9,0.7220929756684091,186.74449996948243,185.9
2023-03-31,207.4600067138672,207.7899932861328,197.1999969482422,197.52999877929688,170222100,0.06237201971890638,187.22800064086914,187.50580017089842,6.237201971890638,187.22800064086914,187.50580017089842
2023-04-03,194.77000427246094,202.69000244140625,192.1999969482422,199.91000366210938,169545900,-0.061168427796826186,187.2760009765625,188.73280029296876,-6.116842779682619,187.2760009765625,188.73280029296876
2023-04-04,192.5800018310547,198.74000549316406,190.32000732421875,197.32000732421875,126463800,-0.011244043709844997,187.51950073242188,189.70940032958984,-1.1244043709844997,187.51950073242188,189.70940032958984
2023-04-05,185.52000427246094,190.67999267578125,183.75999450683594,190.52000427246094,133882500,-0.036660076287605925,187.69550094604492,190.54200042724608,-3.6660076287605925,187.69550094604492,190.54200042724608
2023-04-06,185.05999755859375,186.38999938964844,179.74000549316406,183.0800018310547,123857900,-0.002479553165553039,188.30250091552733,191.35460052490234,-0.2479553165553039,188.30250091552733,191.35460052490234
2023-04-10,184.50999450683594,185.10000610351562,176.11000061035156,179.94000244140625,142154600,-0.0029720256079851515,188.85600051879882,191.83940032958984,-0.29720256079851515,188.85600051879882,191.83940032958984
2023-04-11,186.7899932861328,189.19000244140625,185.64999389648438,186.69000244140625,115770900,0.012357047570192181,189.47150039672852,192.01720031738282,1.2357047570192181,189.47150039672852,192.01720031738282
2023-04-12,180.5399932861328,191.5800018310547,180.30999755859375,190.74000549316406,150256300,-0.03346003653646468,189.33550033569335,192.29480010986327,-3.3460036536464677,189.33550033569335,192.29480010986327
2023-04-13,185.89999389648438,186.5,180.94000244140625,182.9600067138672,112933000,0.029688716127604264,189.60800018310547,192.5483999633789,2.9688716127604264,189.60800018310547,192.5483999633789
2023-04-14,185.0,186.27999877929688,182.00999450683594,183.9499969482422,96438700,-0.004841279860318459,189.65149993896483,192.62019989013672,-0.4841279860318459,189.65149993896483,192.62019989013672
2023-04-17,187.0399932861328,189.69000244140625,182.69000244140625,186.32000732421875,116662200,0.011026990735853115,189.99699935913085,192.59559967041017,1.1026990735853115,189.99699935913085,192.59559967041017
2023-04-18,184.30999755859375,187.69000244140625,183.5800018310547,187.14999389648438,92067000,-0.014595786064655836,190.04999923706055,192.48219970703124,-1.4595786064655836,190.04999923706055,192.48219970703124
2023-04-19,180.58999633789062,183.5,177.64999389648438,179.10000610351562,125732700,-0.020183393575926356,189.20049896240235,192.19879974365233,-2.0183393575926356,189.20049896240235,192.19879974365233
2023-04-20,162.99000549316406,169.6999969482422,160.55999755859375,166.1699981689453,210970800,-0.09745828230593856,187.79249954223633,191.52239990234375,-9.745828230593856,187.79249954223633,191.52239990234375
2023-04-21,165.0800018310547,166.0,161.32000732421875,164.8000030517578,123539000,0.012822849668400638,186.4354995727539,190.79820007324219,1.2822849668400638,186.4354995727539,190.79820007324219
2023-04-24,162.5500030517578,165.64999389648438,158.61000061035156,164.64999389648438,140006600,-0.015325895028073244,185.04249954223633,189.90279998779297,-1.5325895028073244,185.04249954223633,189.90279998779297
2023-04-25,160.6699981689453,163.47000122070312,158.75,159.82000732421875,121999300,-0.011565701922588656,183.4854995727539,189.1783999633789,-1.1565701922588656,183.4854995727539,189.1783999633789
2023-04-26,153.75,160.6699981689453,153.13999938964844,160.2899932861328,153364100,-0.04306963495243776,181.7134994506836,188.36059997558593,-4.306963495243776,181.7134994506836,188.36059997558593
2023-04-27,160.19000244140625,160.47999572753906,152.3699951171875,152.63999938964844,127015200,0.041886194740853755,180.02899932861328,187.37940002441405,4.1886194740853755,180.02899932861328,187.37940002441405
2023-04-28,164.30999755859375,165.0,157.32000732421875,160.89999389648438,122515800,0.025719427270091355,178.48049926757812,186.38079986572265,2.5719427270091355,178.48049926757812,186.38079986572265
2023-05-01,161.8300018310547,163.27999877929688,158.8300018310547,163.1699981689453,109015000,-0.015093395194377579,176.1989990234375,185.5766000366211,-1.509339519437758,176.1989990234375,185.5766000366211
2023-05-02,160.30999755859375,165.49000549316406,158.92999267578125,161.8800048828125,128259700,-0.00939259874721976,174.47599868774415,184.6166000366211,-0.939259874721976,174.47599868774415,184.6166000366211
2023-05-03,160.61000061035156,165.0,159.91000366210938,160.00999450683594,119728000,0.0018713932775662467,172.87749862670898,183.88140014648437,0.18713932775662467,172.87749862670898,183.88140014648437
2023-05-04,161.1999969482422,162.9499969482422,159.64999389648438,162.7100067138672,95108500,0.003673471985857102,171.66149826049804,183.08820007324218,0.3673471985857102,171.66149826049804,183.08820007324218
2023-05-05,170.05999755859375,170.7899932861328,163.50999450683594,163.97000122070312,107440900,0.05496278398315546,170.91149826049804,182.44799987792967,5.496278398315546,170.91149826049804,182.44799987792967
2023-05-08,171.7899932861328,173.8000030517578,169.19000244140625,173.72000122070312,112249400,0.010172855182730478,170.2754981994629,181.9461996459961,1.0172855182730478,170.2754981994629,181.9461996459961
2023-05-09,169.14999389648438,169.82000732421875,166.55999755859375,168.9499969482422,88965000,-0.015367597024416146,169.39349822998048,181.17659942626952,-1.5367597024416146,169.39349822998048,181.17659942626952
